commune_norm	commune	taux_jeunesse	taux_vieillesse	INIV	nb_atm	IEDU	Indice_accessibilite_x	Indice_accessibilite_y	Indice_transport	indice_densite_routiere_x	Indice_POI_x	densite_norm	Indice_POI_y	indice_densite_routiere_y	indice_transport	Indice_accessibilite	densite
itzer	Itzer	25.2	16.7	0.7703		0.6513	0.9	0.9	0.0	1.72	0.22	0.0185083014138579	0.22	1.72	0.0	0.9	10513.0
izemmouren	Izemmouren	28.0	15.1	0.9025		0.6334	1.24	1.24	0.0	2.34	0.33	0.0111613871002427	0.33	2.34	0.0	1.24	6345.0
iznaguen	Iznaguen	26.4	15.8	0.7777		0.4887	1.17	1.17	0.0	2.21	0.33	0.0210465827506156	0.33	2.21	0.0	1.17	11953.0
jaafra	Jaafra	33.3	10.8	0.6225		0.5108	1.26	1.26	0.0	2.52	0.0	0.0188185357994616	0.0	2.52	0.0	1.26	10689.0
jabria	Jabria	33.3	12.9	0.6021		0.3372	3.24	3.24	0.0	6.47	0.0	0.0371188391593353	0.0	6.47	0.0	3.24	21071.0
jahjouh	Jahjouh	26.3	15.7	0.8587		0.6335	2.61	2.61	0.0	5.21	0.04	0.0138406840668202	0.04	5.21	0.0	2.61	7865.0
jaidate	Jaidate	29.9	12.3	0.6784		0.5903	1.9	1.9	0.0	3.77	0.07	0.0232076472776051	0.07	3.77	0.0	1.9	13179.0
jamaatshaim	Jamaat Shaim	26.4	13.4	0.9621		0.7916	7.14	7.14	0.0	14.26	0.07	0.02088265208095	0.07	14.26	0.0	7.14	11860.0
jaqma	Jaqma	28.9	13.6	0.8733		0.5942	4.56	4.56	0.0	9.1	0.04	0.0188960943958626	0.04	9.1	0.0	4.56	10733.0
jbabra	Jbabra	30.0	13.6	0.3167		0.1849	1.24	1.24	0.0	2.46	0.04	0.0280109921683444	0.04	2.46	0.0	1.24	15904.0
jbarna	Jbarna	24.3	17.6	0.5177		0.5001	1.48	1.48	0.0	2.94	0.04	0.0040806397879124	0.04	2.94	0.0	1.48	2328.0
jbellahbib	Jbel Lahbib	29.4	13.5	0.7111		0.6734	1.54	1.54	2.4	1.65	0.0	0.007249966068114	0.0	1.65	2.4	1.54	4126.0
jbiel	Jbiel	31.3	12.4	0.7531		0.5793	1.09	1.09	0.0	2.15	0.07	0.0186493170436778	0.07	2.15	0.0	1.09	10593.0
jbilate	Jbilate	28.2	13.2	0.6439		0.624	4.65	4.65	7.45	4.66	0.44	0.0202674713958608	0.44	4.66	7.45	4.65	11511.0
jdiriya	Jdiriya	24.5	7.9	0.6613		0.4						0.0005376220886882	0.0	0.0	0.0		318.0
jdour	Jdour	32.9	12.4	0.6354		0.4853	1.37	1.37	0.0	2.74	0.0	0.0341557482377453	0.0	2.74	0.0	1.37	19390.0
jemaatmoulblad	Jemaat Moul Blad	27.8	18.2	0.1809		0.4788	1.01	1.01	0.0	2.03	0.0	0.0088804592879063	0.0	2.03	0.0	1.01	5051.0
jerada	Jerada	23.5	16.8	0.9321		0.6798	17.22	17.22	0.0	34.23	0.55	0.0720395971888534	0.55	34.23	0.0	17.22	40882.0
jnanebouih	Jnane Bouih	34.3	10.4	0.5855		0.4998	0.93	0.93	0.0	1.84	0.04	0.0347973693534257	0.04	1.84	0.0	0.93	19754.0
jnanelouard	Jnan El Ouard	28.5	10.5	0.9016	1.0	0.5963	17.01	17.01	0.24	29.93	9.88	0.3308773111139706	9.88	29.93	0.24	17.01	187724.0
jorf	Jorf	29.5	13.3	0.8566		0.6477	1.57	1.57	0.0	3.0	0.33	0.020889702862441	0.33	3.0	0.0	1.57	11864.0
jorfelmelha	Jorf El Melha	29.0	10.6	0.9479		0.7125	6.84	6.84	0.0	13.51	0.4	0.0562863886426011	0.4	13.51	0.0	6.84	31945.0
jouala	Jouala	28.6	15.2	0.8241		0.5889	0.88	0.88	0.0	1.74	0.07	0.0180975933920075	0.07	1.74	0.0	0.88	10280.0
jouamaa	Jouamaa	32.3	8.8	0.7576		0.5724	6.62	6.62	10.58	6.81	0.22	0.0176674957210569	0.22	6.81	10.58	6.62	10036.0
jraifia	Jraifia	4.0	12.7	0.8262		0.5308						0.0014489355963991	0.0	0.0	0.0		835.0
kafelghar	Kaf El Ghar	25.5	19.0	0.145		0.3965	2.04	2.04	0.0	4.06	0.07	0.0124111381195213	0.07	4.06	0.0	2.04	7054.0
kalaatbouqorra	Kalaat Bouqorra	26.1	12.9	0.557		0.5845	0.97	0.97	0.0	1.91	0.07	0.0246530574832588	0.07	1.91	0.0	0.97	13999.0
kalaatmgouna	Kalâat M'gouna	32.0	11.6	0.889	1.0	0.619	5.8	5.8	0.24	10.62	2.09	0.0312420127865922	2.09	10.62	0.24	5.8	17737.0
kandarsidikhiar	Kandar Sidi Khiar	31.4	11.1	0.4629		0.3855	1.77	1.77	0.0	3.46	0.18	0.0180517633123161	0.18	3.46	0.0	1.77	10254.0
kanitra												0.8826855721621045					500772.0
kariabamohamed	Karia Ba Mohamed	27.6	11.9	0.9039		0.6561	11.5	11.5	0.0	22.58	1.07	0.0367380969588216	1.07	22.58	0.0	11.5	20855.0
kariatbenaouda	Kariat Ben Aouda	29.2	12.5	0.7808		0.5298	2.33	2.33	0.24	4.52	0.0	0.0197862555591005	0.0	4.52	0.24	2.33	11238.0
kasbatadla	Kasba Tadla	24.5	16.6	0.9536		0.7829	12.8	12.8	0.0	24.62	2.46	0.0835270829330546	2.46	24.62	0.0	12.8	47399.0
kasbatbenmchich	Kasbat Ben Mchich	30.6	11.7	0.8208		0.6123	6.4	6.4	0.0	12.74	0.15	0.0270767636207878	0.15	12.74	0.0	6.4	15374.0
kasbatsidiabdellahbenmbarek	Kasbat Sidi Abdellah Ben M'barek	26.1	18.7	0.6949		0.53	0.26	0.26	0.0	0.48	0.11	0.0101425491747941	0.11	0.48	0.0	0.26	5767.0
kasbattroch	Kasbat Troch	29.8	15.2	0.7822		0.6046	7.43	7.43	0.0	14.85	0.04	0.0151574175102632	0.04	14.85	0.0	7.43	8612.0
kceibya	Kceibya	34.3	9.2	0.6336		0.5409	2.71	2.71	0.24	5.27	0.0	0.0581583711284599	0.0	5.27	0.24	2.71	33007.0
kechoula	Kechoula	30.2	15.5	0.5247		0.4295	1.4	1.4	0.0	2.81	0.0	0.0104369193020431	0.0	2.81	0.0	1.4	5934.0
kelaatsraghna	Kelâat Sraghna	27.4	13.5	0.9786		0.7463						0.185402062001047	3.71	29.55	0.0		105194.0
kenitra	Kénitra	23.1	15.2	0.9912	2.0	0.8224	42.34	42.34	77.64	26.14	29.89		29.89	26.14	77.64	42.34	
kerrouchen	Kerrouchen	25.8	16.4	0.4021		0.3738	1.56	1.56	0.0	3.1	0.04	0.0119528373226067	0.04	3.1	0.0	1.56	6794.0
ketama	Ketama	27.6	9.8	0.7207		0.5727	1.29	1.29	0.0	2.5	0.22	0.0293929453405791	0.22	2.5	0.0	1.29	16688.0
khalfia	Khalfia	27.6	18.1	0.8187		0.5783	3.34	3.34	0.0	6.66	0.07	0.0233962556824892	0.07	6.66	0.0	3.34	13286.0
khamisset												0.2212358962336488					125523.0
khatazakane	Khatazakane	27.9	14.7	0.7877		0.4792	2.72	2.72	0.24	5.27	0.07	0.0293982334266974	0.07	5.27	0.24	2.72	16691.0
khemisset	Khémisset	22.0	18.7	0.9678		0.7487	9.9	9.9	0.0	18.45	3.38		3.38	18.45	0.0	9.9	
khemissetchaouia	Khemisset Chaouia	25.8	19.0	0.842		0.5732	3.83	3.83	0.0	7.64	0.04	0.0089721194472892	0.04	7.64	0.0	3.83	5103.0
khemissidiyahya	Khemis Sidi Yahya	25.9	17.1	0.7723		0.5526	6.58	6.58	0.0	13.09	0.18	0.0120004300976709	0.18	13.09	0.0	6.58	6821.0
khenifra	Khenifra	23.4	16.3	0.9638		0.7502	9.35	9.35	0.24	17.4	2.9	0.2142186059547375	2.9	17.4	0.24	9.35	121542.0
khlalfa	Khlalfa	29.5	12.0	0.6736		0.5343	2.35	2.35	0.24	4.25	0.77	0.0252523739099932	0.77	4.25	0.24	2.35	14339.0
khmisksiba	Khmis Ksiba	30.1	15.3	0.4109		0.2312	2.96	2.96	0.0	5.9	0.04	0.0092294729717105	0.04	5.9	0.0	2.96	5249.0
khnichet	Khnichet	29.5	11.4	0.8384		0.5987	4.38	4.38	0.0	8.74	0.04	0.0462407877133081	0.04	8.74	0.0	4.38	26246.0
khouribga	Khouribga	25.2	16.6	0.98		0.8296	29.03	29.03	44.71	28.82	6.02	0.3380743963209022	6.02	28.82	44.71	29.03	191807.0
khouzama	Khouzama	28.3	15.4	0.6048		0.3576	1.98	1.98	0.0	3.89	0.15	0.0128817777840451	0.15	3.89	0.0	1.98	7321.0
kissane	Kissane	26.5	17.5	0.4702		0.5333	3.07	3.07	0.0	6.13	0.04	0.0207116706297934	0.04	6.13	0.0	3.07	11763.0
korimate	Korimate	29.0	16.3	0.5905		0.4205	2.16	2.16	0.0	4.32	0.0	0.0166803863123178	0.0	4.32	0.0	2.16	9476.0
koudiatbnidghough	Koudiat Bni Dghough	32.3	14.2	0.7048		0.3819	2.24	2.24	0.0	4.48	0.0	0.027320015582227	0.0	4.48	0.0	2.24	15512.0
kouzemt	Kouzemt	31.7	19.3	0.3226		0.3237	1.98	1.98	0.0	3.95	0.0	0.005919131061689	0.0	3.95	0.0	1.98	3371.0
kridid	Kridid	32.7	12.7	0.5858		0.4117	3.22	3.22	0.0	6.43	0.0	0.0251113582801733	0.0	6.43	0.0	3.22	14259.0
krifate	Krifate	27.5	15.0	0.8681		0.6364	2.12	2.12	0.0	4.16	0.22	0.0503831218392668	0.22	4.16	0.0	2.12	28596.0
ksabimoulouya	Ksabi-Moulouya	30.0	13.3	0.7557		0.5715	1.06	1.06	0.0	1.91	0.55	0.0184342682082025	0.55	1.91	0.0	1.06	10471.0
ksarbjir	Ksar Bjir	31.9	10.6	0.6772		0.482	0.78	0.78	0.0	1.55	0.04	0.0302637168547168	0.04	1.55	0.0	0.78	17182.0
ksarelkebir	Ksar El Kebir	25.1	15.4	0.9515		0.73	7.27	7.27	0.72	12.63	3.71	0.2197058766501032	3.71	12.63	0.72	7.27	124655.0
ksarelmajaz	Ksar El Majaz	28.7	9.7	0.7703	3.0	0.5757	5.16	5.16	6.73	5.83	1.14	0.0222610798624392	1.14	5.83	6.73	5.16	12642.0
ksarsghir	Ksar Sghir	29.6	10.5	0.8406		0.6388	9.23	9.23	13.22	10.4	0.33	0.0291655576374946	0.33	10.4	13.22	9.23	16559.0
ktaoua	Ktaoua	32.2	15.1	0.4244		0.5596	0.08	0.08	0.0	0.14	0.04	0.010830000370166	0.04	0.14	0.0	0.08	6157.0
laagagcha	Laagagcha	28.1	15.3	0.7961		0.5384	3.4	3.4	0.0	6.78	0.04	0.0246495320925133	0.04	6.78	0.0	3.4	13997.0
laajajra	Laajajra	32.7	11.1	0.526		0.4089	3.49	3.49	0.0	6.97	0.04	0.0259151473701466	0.04	6.97	0.0	3.49	14715.0
laamamra	Laamamra	30.2	13.7	0.5361		0.2501	2.27	2.27	0.0	4.54	0.0	0.021169971426708	0.0	4.54	0.0	2.27	12023.0
laamria	Laamria	29.7	17.0	0.7543		0.4777	1.72	1.72	0.0	3.43	0.0	0.0175211920051188	0.0	3.43	0.0	1.72	9953.0
laanoussar	Laanoussar	29.5	13.5	0.6344		0.4463	0.92	0.92	0.0	1.82	0.04	0.0163437114961229	0.04	1.82	0.0	0.92	9285.0
laaouama	Laaouama	33.5	7.3	0.9349		0.6662	10.19	10.19	16.83	10.23	0.15	0.0335599572017563	0.15	10.23	16.83	10.19	19052.0
laaouinate	Laaouinate	27.3	15.7	0.6076		0.5599	2.68	2.68	0.0	5.3	0.15	0.0071530178226129	0.15	5.3	0.0	2.68	4071.0
laaounate	Laaounate	27.8	16.5	0.8387		0.4956	1.06	1.06	0.0	2.08	0.11	0.0307978135526596	0.11	2.08	0.0	1.06	17485.0
laatamna	Laatamna	54.8	31.299999999999997	0.8215		0.6306	6.5	6.5	0.0	12.91	0.22	0.0420349965539304	0.22	12.91	0.0	6.5	23873.0
laatatra	Laatatra	29.3	12.6	0.7784		0.5764	3.52	3.52	0.0	7.03	0.04	0.0333413829755355	0.04	7.03	0.0	3.52	18928.0
laattaouia	Laattaouia	30.6	10.6	0.938		0.6798	4.92	4.92	0.0	9.62	0.55	0.0676681126644374	0.55	9.62	0.0	4.92	38402.0
laattaouiaechchaibia	Laattaouia Ech-Chaibia	30.0	12.5	0.9001		0.6527	1.32	1.32	0.0	2.61	0.07	0.0103928519177244	0.07	2.61	0.0	1.32	5909.0
laayoune	Laâyoune	28.5	9.3	0.9914		0.815						0.4551631991510859	0.0	0.0	0.0		258233.0
labkhati	Labkhati	29.7	15.0	0.7868		0.5775	3.31	3.31	0.0	6.61	0.04	0.0241788924279894	0.04	6.61	0.0	3.31	13730.0
labouirat	Labouirat	32.0	6.4	0.5397		0.3214	0.39	0.39	0.0	0.7	0.18	0.0018384912737765	0.18	0.7	0.0	0.39	1056.0
labrikiyne	Labrikiyne	30.4	12.2	0.6847		0.4864	1.35	1.35	0.0	2.59	0.29	0.0214555280770932	0.29	2.59	0.0	1.35	12185.0
labyar	Labyar	24.5	21.3	0.8172		0.5696	2.11	2.11	0.0	4.18	0.11	0.0007385693611815	0.11	4.18	0.0	2.11	432.0
lagdadra	Lagdadra	28.9	15.7	0.4585		0.296	2.51	2.51	0.0	5.02	0.0	0.0117853812621956	0.0	5.02	0.0	2.51	6699.0
lagfaf	Lagfaf	27.2	16.2	0.8979		0.8024	7.93	7.93	0.24	15.68	0.07	0.0145898296002383	0.07	15.68	0.24	7.93	8290.0
lagfifat	Lagfifat	25.8	14.3	0.8468		0.5201	2.04	2.04	0.0	4.07	0.04	0.0342703234369739	0.04	4.07	0.0	2.04	19455.0
laghdir	Laghdir	30.5	13.4	0.5584		0.5732	1.28	1.28	0.0	2.51	0.11	0.0113535208958722	0.11	2.51	0.0	1.28	6454.0
laghdira	Laghdira	30.9	11.3	0.8284		0.5683	3.89	3.89	0.0	7.64	0.33	0.0461456021631797	0.33	7.64	0.0	3.89	26192.0
laghnadra	Laghnadra	30.4	14.0	0.7392		0.5396	2.18	2.18	0.0	4.35	0.04	0.0609839718109756	0.04	4.35	0.0	2.18	34610.0
laghnimyine	Laghnimyine	29.2	14.1	0.7986		0.4462	4.08	4.08	0.0	8.06	0.26	0.0318483799948176	0.26	8.06	0.0	4.08	18081.0
laghoualem	Laghoualem	27.5	15.0	0.6624		0.337	2.04	2.04	0.24	3.93	0.04	0.0212193268971449	0.04	3.93	0.24	2.04	12051.0
lagnadiz	Lagnadiz	29.3	15.1	0.6442		0.3681	1.68	1.68	0.0	3.35	0.0	0.0121484965089818	0.0	3.35	0.0	1.68	6905.0
lagouira	Lagouira	0.0	0.0	0.9873		0.5494						0.0054890333907384	0.0	0.0	0.0		3127.0
lahdar	Lahdar	27.3	16.1	0.7021		0.5689	3.34	3.34	0.0	6.67	0.04	0.0225554499896882	0.04	6.67	0.0	3.34	12809.0
lahouaza	Lahouaza	27.2	16.8	0.8903		0.5655	3.05	3.05	0.0	5.96	0.33	0.0123476810861023	0.33	5.96	0.0	3.05	7018.0
lahraouyine	Lahraouyine	28.9	9.8	0.9251		0.7711	16.93	16.93	6.01	30.12	0.33	0.1547505521643255	0.33	30.12	6.01	16.93	87805.0
lahsasna	Lahsasna	29.9	12.6	0.8393		0.5443	3.89	3.89	0.0	7.75	0.07	0.0191093805359651	0.07	7.75	0.0	3.89	10854.0
lahsinate	Lahsinate	27.2	17.9	0.5836		0.4533	1.9	1.9	0.0	3.78	0.04	0.0086706985385492	0.04	3.78	0.0	1.9	4932.0
lakhnafif	Lakhnafif	26.3	14.1	0.9501		0.7178	7.71	7.71	0.0	15.39	0.07	0.0188485016207983	0.07	15.39	0.0	7.71	10706.0
lakhoualqa	Lakhoualqa	33.7	12.8	0.464		0.3899	1.45	1.45	0.0	2.89	0.04	0.02574416591899	0.04	2.89	0.0	1.45	14618.0
lakhsas	Lakhsas	27.2	13.4	0.931		0.5955	11.15	11.15	0.0	22.22	0.18	0.0098464163521724	0.18	22.22	0.0	11.15	5599.0
lakhzazra	Lakhzazra	30.7	15.2	0.8084		0.5246	4.0	4.0	0.0	8.01	0.0	0.0131179789639934	0.0	8.01	0.0	4.0	7455.0
lallaaaziza	Lalla Aaziza	35.5	11.9	0.5046		0.416	1.54	1.54	0.0	3.06	0.04	0.01321845260024	0.04	3.06	0.0	1.54	7512.0
lallamimouna	Lalla Mimouna	31.8	9.4	0.8253		0.5954	2.35	2.35	0.0	4.63	0.18	0.0625298556528759	0.18	4.63	0.0	2.35	35487.0
lallatakarkoust	Lalla Takarkoust	27.2	14.1	0.8884		0.7379	3.72	3.72	2.88	5.48	0.59	0.0147273198393126	0.59	5.48	2.88	3.72	8368.0
lamaachate	Lamaachate	28.5	14.9	0.8197	1.0	0.5238	3.73	3.73	0.96	6.65	0.59	0.02787350192927	0.59	6.65	0.96	3.73	15826.0
lambarkiyine							5.12	5.12	0.0	10.13	0.26					5.12	
lambarkiyne	Lambarkiyne	29.5	13.6	0.8316		0.5324						0.0155998540488231	0.26	10.13	0.0		8863.0
lamhadi	Lamhadi	27.0	13.6	0.9079		0.5785	3.49	3.49	0.0	6.96	0.04	0.0209707868495874	0.04	6.96	0.0	3.49	11910.0
lamhara	Lamhara	27.6	14.8	0.7268		0.5425	1.49	1.49	0.0	2.95	0.07	0.0204596051914904	0.07	2.95	0.0	1.49	11620.0
lamharra	Lamharra	32.8	11.6	0.6874		0.4936	1.7	1.7	0.0	3.37	0.07	0.0166680474447086	0.07	3.37	0.0	1.7	9469.0
lamharzaessahel	Lamharza Essahel	30.0	11.9	0.8737		0.6243	5.86	5.86	0.0	11.51	0.55	0.0368597229395413	0.55	11.51	0.0	5.86	20924.0
lamjaara	Lamjaara	28.0	14.3	0.7039		0.5625	2.68	2.68	0.0	5.34	0.04	0.0300980234896785	0.04	5.34	0.0	2.68	17088.0
lamnizla	Lamnizla	24.2	21.4	0.451		0.3986	0.83	0.83	0.0	1.64	0.04	0.0060055031349537	0.04	1.64	0.0	0.83	3420.0
lamrabih	Lamrabih	30.0	12.8	0.57		0.4981	2.48	2.48	0.24	4.8	0.04	0.035502447502525	0.04	4.8	0.24	2.48	20154.0
lamrasla	Lamrasla	32.1	12.7	0.6819		0.4196	2.3	2.3	0.0	4.59	0.0	0.0317003135835068	0.0	4.59	0.0	2.3	17997.0
lamrija	Lamrija	29.9	12.6	0.6065		0.4202	0.58	0.58	0.0	1.05	0.29	0.025449795791741	0.29	1.05	0.0	0.58	14451.0
lamsabih	Lamsabih	30.9	15.0	0.638		0.5222	1.12	1.12	0.24	2.09	0.0	0.0183849127377655	0.0	2.09	0.24	1.12	10443.0
lamssid	Lamssid	2.6	18.4	0.5496		0.4517						0.0005147070488425	0.0	0.0	0.0		305.0
lamzoudia	Lamzoudia	31.7	10.5	0.6555		0.5234	3.1	3.1	4.81	3.18	0.33	0.0475769108058514	0.33	3.18	4.81	3.1	27004.0
laouamra	Laouamra	34.6	8.7	0.7799		0.5636	3.84	3.84	0.0	7.62	0.15	0.0848614433302251	0.15	7.62	0.0	3.84	48156.0
laqraqra	Laqraqra	30.3	13.5	0.7087		0.469	1.72	1.72	0.0	3.4	0.11	0.0184712848110302	0.11	3.4	0.0	1.72	10492.0
laqsabitagoust	Laqsabi Tagoust	26.0	14.0	0.8958		0.7111	2.49	2.49	0.0	4.88	0.26	0.0044790089421536	0.26	4.88	0.0	2.49	2554.0
laqsir	Laqsir	28.8	12.0	0.7735		0.598	6.09	6.09	0.72	11.74	0.04	0.0570443476528829	0.04	11.74	0.72	6.09	32375.0
larache	Larache	26.5	13.6	0.945	2.0	0.7416	10.54	10.54	0.96	17.81	6.72	0.2354590851963554	6.72	17.81	0.96	10.54	133592.0
layayda	Layayda	27.6	10.2	0.977		0.792	17.76	17.76	20.19	22.46	2.35	0.398622982374809	2.35	22.46	20.19	17.76	226157.0
lbirjdid	Lbir Jdid	28.7	11.1	0.9757		0.8123	16.61	16.61	0.0	32.76	1.14	0.0532898065089289	1.14	32.76	0.0	16.61	30245.0
lebkhata	Lebkhata	26.7	15.5	0.6396		0.5895	0.8	0.8	0.0	1.59	0.0	0.0044560939023078	0.0	1.59	0.0	0.8	2541.0
lehri	Lehri	26.5	15.5	0.4577		0.5476	0.54	0.54	0.0	1.07	0.04	0.0152578911465099	0.04	1.07	0.0	0.54	8669.0
lgharbia	Lgharbia	27.2	15.9	0.7422		0.6086	4.83	4.83	0.0	9.64	0.04	0.0396870863174297	0.04	9.64	0.0	4.83	22528.0
lkheng	Lkheng	31.5	11.8	0.9297		0.7915	0.57	0.57	0.24	0.72	0.7	0.0320916319562569	0.7	0.72	0.24	0.57	18219.0
lmechrek	Lmechrek	28.6	14.9	0.7434		0.5473	3.77	3.77	0.0	7.53	0.04	0.0277747909883961	0.04	7.53	0.0	3.77	15770.0
louadaine	Louadaine	31.4	11.8	0.5509		0.3654	1.7	1.7	0.0	3.38	0.04	0.0202886237403338	0.04	3.38	0.0	1.7	11523.0
louadlakhdar	Louad Lakhdar	33.1	14.4	0.6978		0.5753						0.0160599175411104	0.0	2.11	0.0		9124.0
loualidia	Loualidia	30.8	11.4	0.753	1.0	0.5646	5.22	5.22	0.0	9.71	1.84	0.038255777674758	1.84	9.71	0.0	5.22	21716.0
loudaya	Loudaya	29.1	11.8	0.8334		0.6202	7.46	7.46	6.25	10.82	0.88	0.0673931321862887	0.88	10.82	6.25	7.46	38246.0
louedlakhdar							1.06	1.06	0.0	2.11	0.0					1.06	
loulad	Loulad	30.5	11.7	0.9002		0.6606	16.7	16.7	0.0	33.36	0.11	0.0101495999562851	0.11	33.36	0.0	16.7	5771.0
loulja	Loulja	31.6	13.2	0.2662		0.2192	1.48	1.48	0.0	2.94	0.04	0.0240889949639793	0.04	2.94	0.0	1.48	13679.0
lounasda	Lounasda	36.0	12.5	0.6373		0.4844	1.98	1.98	0.0	3.96	0.0	0.0191305328804381	0.0	3.96	0.0	1.98	10866.0
louta	Louta	27.2	14.5	0.806		0.5598	4.19	4.19	0.0	8.35	0.07	0.0077470461632291	0.07	8.35	0.0	4.19	4408.0
lqliaa	Lqliaa	28.0	9.0	0.961		0.6927	6.04	6.04	6.73	7.18	2.13	0.1786262609882022	2.13	7.18	6.73	6.04	101350.0
maadna	Maadna	28.1	17.3	0.6414		0.3675	4.94	4.94	0.0	9.88	0.0	0.0097952981863627	0.0	9.88	0.0	4.94	5570.0
maarif	Maârif	15.3	23.7	0.9926		0.7279						0.2451962144354174	24.61	75.58	40.62		139116.0
maatarka	Maatarka	36.9	9.3	0.2093		0.1893	0.48	0.48	0.0	0.94	0.07	0.0115262650424016	0.07	0.94	0.0	0.48	6552.0
maaziz	Maaziz	22.5	20.6	0.7682		0.6063	2.11	2.11	0.0	4.2	0.04	0.0190353473303097	0.04	4.2	0.0	2.11	10812.0
machouarfaseljadid												0.0263963632069069					14988.0
machouarkasba												0.0211047516979163					11986.0
machraabenabbou	Machraa Ben Abbou	30.4	13.1	0.7872		0.508	1.95	1.95	0.24	3.75	0.0	0.0164247954832693	0.0	3.75	0.24	1.95	9331.0
machraaelain	Machraa El Ain	24.9	15.5	0.9242		0.6936	8.74	8.74	0.0	17.46	0.07	0.0215383747596124	0.07	17.46	0.0	8.74	12232.0
madagh	Madagh	24.1	18.1	0.9348		0.6649	2.33	2.33	0.0	4.55	0.26	0.0249192244845438	0.26	4.55	0.0	2.33	14150.0
madina												0.6036861485634915					342492.0
maghraoua	Maghraoua	26.3	16.5	0.0746		0.3387	2.94	2.94	0.0	5.78	0.26	0.0119122953290335	0.26	5.78	0.0	2.94	6771.0
majjat	Majjat	29.2	12.9	0.6849		0.5006	0.95	0.95	0.48	1.53	0.22	0.0258763680719461	0.22	1.53	0.48	0.95	14693.0
majjate	Majjate	30.5	10.4	0.9193		0.8095	9.35	9.35	0.0	18.3	0.99	0.0363873205796447	0.99	18.3	0.0	9.35	20656.0
majmaatolba	Majmaa Tolba	26.5	14.0	0.6933		0.6403	3.39	3.39	0.0	6.77	0.04	0.0272036776876257	0.04	6.77	0.0	3.39	15446.0
mallalienne	Mallalienne	26.9	12.4	0.9147		0.6308	2.39	2.39	2.64	3.15	0.11	0.0191446344434201	0.11	3.15	2.64	2.39	10874.0
malloussa	Malloussa	31.9	9.4	0.7887		0.4856	7.8	7.8	10.82	8.94	0.44	0.0320369883997017	0.44	8.94	10.82	7.8	18188.0
manara												0.915579230512962					519433.0
mansoura	Mansoura	31.2	9.6	0.5068		0.4467	0.0	0.0	0.0	0.0	0.0	0.0238193025719488	0.0	0.0	0.0	0.0	13526.0
marchouch	Marchouch	26.3	16.7	0.7342		0.5218	1.7	1.7	0.0	3.41	0.0	0.0187727057197702	0.0	3.41	0.0	1.7	10663.0
marrakechmadina												0.1421049755602286					80631.0
marrakechmedina	Marrakech-Médina	18.1	22.2	0.9508	20.0	0.7805	26.33	26.33	13.22	29.79	37.35		37.35	29.79	13.22	26.33	
martil	Martil	26.0	11.1	0.9706	1.0	0.7725	13.37	13.37	8.17	20.36	3.71	0.1690107577298598	3.71	20.36	8.17	13.37	95895.0
masmouda	Masmouda	23.7	18.1	0.7063		0.5035	2.41	2.41	0.0	4.8	0.04	0.025701861230044	0.04	4.8	0.0	2.41	14594.0
massa	Massa	23.3	17.2	0.9513		0.7342	4.37	4.37	5.77	5.06	0.55	0.0314482481452037	0.55	5.06	5.77	4.37	17854.0
matmata	Matmata	25.7	18.6	0.855		0.6414	3.62	3.62	0.24	6.94	0.4	0.020538926483264	0.4	6.94	0.24	3.62	11665.0
mayate	Mayate	32.1	11.7	0.7199		0.5343	1.55	1.55	0.0	3.09	0.04	0.0201476081105139	0.04	3.09	0.0	1.55	11443.0
mazguitam	Mazguitam	29.1	15.1	0.5192		0.5449	0.8	0.8	0.0	1.56	0.11	0.0107841702904745	0.11	1.56	0.0	0.8	6131.0
mdiq	M'diq	27.5	10.8	0.9457		0.7043	8.98	8.98	7.21	12.69	2.35	0.1187704142157856	2.35	12.69	7.21	8.98	67393.0
mechouardecasablanca							25.06	25.06	0.0	49.72	0.99		0.99	49.72	0.0	25.06	
mechouarfeseljadid	Méchouar-Fès-El Jadid	19.9	19.8	0.8838		0.6814							1.76	67.35	0.24		
mechouarfesjdid					2.0		34.1	34.1	0.24	67.35	1.76					34.1	
mechouarkasba	Méchouar-Kasba	16.0	24.5	0.9665	4.0	0.7869	16.07	16.07	4.33	28.03	3.78		3.78	28.03	4.33	16.07	
mechraabelksiri	Mechraa Bel Ksiri	25.4	14.7	0.9618		0.7488	6.51	6.51	0.96	11.82	1.54	0.0574673945423425	1.54	11.82	0.96	6.51	32615.0
mechraahammadi	Mechraa Hammadi	22.4	19.8	0.2469		0.2922	2.12	2.12	0.0	4.16	0.18	0.0076060305334092	0.18	4.16	0.0	2.12	4328.0
medina	Médina	24.4	11.5	0.9892		0.8098							0.0	0.0	0.0		
mediouna	Mediouna	28.1	10.8	0.9749		0.8096	25.81	25.81	4.81	48.49	0.62	0.0520682586156143	0.62	48.49	4.81	25.81	29552.0
mehdya	Mehdya	27.1	10.1	0.9815	1.0	0.8449	18.32	18.32	7.93	30.24	4.11	0.1031405943456257	4.11	30.24	7.93	18.32	58526.0
mejji	Mejji	28.3	15.9	0.6741		0.4869	2.46	2.46	0.24	4.75	0.07	0.011397588280191	0.07	4.75	0.24	2.46	6479.0
meknas												0.966676243978192					548421.0
meknassaacharqia	Meknassa Acharqia	27.3	16.7	0.6183		0.2438	1.47	1.47	0.0	2.86	0.18	0.0091201858586001	0.18	2.86	0.0	1.47	5187.0
